siteID,taxonID,weight
BLAN,PELE,24
BLAN,PELE,24
BLAN,PELE,18
BLAN,PELE,15
BLAN,PELE,24.5
BLAN,PELE,17
BLAN,PELE,18
BLAN,PELE,19.5
BLAN,PELE,17.5
BLAN,PELE,16
BLAN,PELE,18.5
BLAN,PELE,25
BLAN,PELE,25
BLAN,PELE,15.5
BLAN,PELE,26
BLAN,PELE,23
BLAN,PELE,21
BLAN,PELE,18
BLAN,PELE,19
BLAN,PELE,30
BLAN,PELE,12
BLAN,PELE,13.5
BLAN,PELE,10.5
BLAN,PELE,18
BLAN,PELE,26
BLAN,PELE,19
BLAN,PELE,18
BLAN,PELE,24
BLAN,PELE,25
BLAN,PELE,22
BLAN,PELE,10
BLAN,PELE,23
BLAN,PELE,22.5
BLAN,PELE,10
BLAN,PELE,27
BLAN,PELE,13
BLAN,PELE,11.5
BLAN,MUMU,14
BLAN,MUMU,12.5
BLAN,MUMU,13
BLAN,MUMU,22
BLAN,MUMU,10
BLAN,MUMU,14
BLAN,MUMU,18
BLAN,MUMU,24
BLAN,MUMU,12
BLAN,MUMU,11.5
BLAN,MUMU,15
BLAN,MUMU,19
BLAN,MUMU,19.5
BLAN,PELE,17.5
BLAN,PELE,20
BLAN,PELE,21.5
BLAN,PELE,19
BLAN,PELE,25
BLAN,ZAHU,16
BLAN,ZAHU,22
BLAN,ZAHU,26
BLAN,ZAHU,27
BLAN,ZAHU,12
BLAN,MIPI,13
BLAN,PELE,21
BLAN,PELE,23
BLAN,PELE,17
BLAN,PELE,21
BLAN,PELE,15
BLAN,PELE,21
BLAN,PELE,22
BLAN,PELE,14.5
BLAN,PELE,23
BLAN,PELE,20.5
BLAN,PELE,19
BLAN,PELE,18
BLAN,PELE,27
BLAN,PELE,17
BLAN,PELE,25
BLAN,PELE,29
BLAN,PELE,24
BLAN,PELE,11.5
BLAN,PELE,17
BLAN,PELE,21.5
BLAN,PELE,23.5
BLAN,PELE,30
BLAN,PELE,16.5
BLAN,PELE,16
BLAN,PELE,22
BLAN,PELE,24.5
BLAN,PELE,25.5
BLAN,PELE,15
BLAN,PELE,24
BLAN,PELE,18
BLAN,PELE,12
BLAN,PELE,18
BLAN,PELE,22
BLAN,PELE,22.5
BLAN,PELE,20.5
BLAN,PELE,28
BLAN,PELE,19.5
BLAN,PELE,NA
BLAN,PELE,17
BLAN,PELE,13
BLAN,PELE,14
BLAN,PELE,16.5
BLAN,PELE,25.5
BLAN,PELE,17
BLAN,PELE,26
CPER,REMO,7
CPER,REMO,8
CPER,CHHI,60
CPER,DIOR,65.5
CPER,DIOR,71
CPER,DIOR,62
CPER,DIOR,69.5
CPER,DIOR,64
CPER,DIOR,70
CPER,DIOR,70
CPER,DIOR,62
CPER,DIOR,51
CPER,DIOR,63
CPER,DIOR,52
CPER,MIOC,49
CPER,MIPE,48
CPER,MIPE,52
CPER,ONLE,32
CPER,PEFL,7
CPER,PEFL,NA
CPER,REME,11.5
CPER,REME,10
CPER,REME,12
CPER,REME,12
CPER,REME,12
CPER,REME,9
CPER,REME,11
CPER,REME,15
CPER,REME,15
CPER,REME,16
CPER,REME,16
CPER,REME,7
CPER,REME,10
CPER,REME,8
CPER,REME,9
CPER,REME,9
CPER,REME,11
CPER,REME,10
CPER,REME,9
CPER,REMO,12
CPER,REMO,17
CPER,REMO,10
CPER,REMO,10
CPER,REMO,18
CPER,REMO,9.5
CPER,REMO,9
CPER,REMO,10
CPER,REMO,11
CPER,REMO,10
CPER,REMO,12
CPER,REMO,8
CPER,REMO,8
CPER,REMO,18
CPER,REMO,9
CPER,REMO,9
CPER,REMO,8
CPER,REMO,9
CPER,REMO,13
CPER,REMO,8
CPER,REMO,12
CPER,REMO,10
CPER,REMO,8
CPER,REMO,10
CPER,REMO,10
CPER,REMO,8
CPER,CHHI,49
CPER,CHHI,44
CPER,CHHI,41
CPER,CHHI,30
CPER,CHHI,44
CPER,CHHI,40
CPER,MIOC,39
CPER,MIOC,42.5
CPER,MIOC,40
CPER,PEFL,7.5
CPER,PEFL,8
CPER,PEFL,10
CPER,PEFL,8.5
CPER,PEFL,9
CPER,PEMA,24
CPER,REME,13
CPER,REME,10
CPER,REME,10
CPER,REME,11
CPER,REME,8
CPER,REME,9
CPER,REME,11
CPER,REME,8
CPER,REME,8
CPER,REME,9
CPER,REME,15
CPER,REME,17
CPER,REME,8
CPER,REME,10
CPER,REMO,11
CPER,REMO,11
CPER,REMO,9
CPER,REMO,10
CPER,REMO,10.5
CPER,REMO,10
CPER,REMO,12
CPER,REMO,8.5
CPER,REMO,12
CPER,REMO,13
CPER,REMO,8
CPER,REMO,9
CPER,REMO,11
CPER,REMO,11
CPER,REMO,10
CPER,REMO,9
CPER,REMO,12
CPER,REMO,8
CPER,REMO,10
CPER,REMO,9
CPER,REMO,7
CPER,REMO,13
CPER,REMO,9
CPER,REMO,9.5
CPER,REMO,14
CPER,REMO,14
CPER,REMO,10
CPER,REMO,7
CPER,REMO,7
CPER,RESP,11
CPER,ONLE,25
CPER,ONLE,34
CPER,ONLE,29
CPER,PEFL,7
CPER,PEFL,10
CPER,PEFL,8
CPER,REMO,10
CPER,REMO,14
CPER,REMO,14
CPER,REMO,10
CPER,REMO,13
CPER,REMO,10
CPER,RESP,11
CPER,PEMA,16
CPER,REMO,16
CPER,REMO,14
CPER,ONLE,25
CPER,PEFL,9
CPER,PEFL,12
CPER,PEFL,9
CPER,PEFL,10
CPER,PEFL,9
CPER,PEFL,10
CPER,PEFL,10
CPER,REME,8
CPER,REMO,8
CPER,REMO,10
CPER,MIOC,39.5
CPER,MIOC,21
CPER,MIOC,46
CPER,MIOC,48
CPER,MIOC,40
CPER,MIOC,58
CPER,MIOC,43
CPER,MIOC,40
CPER,MIOC,28
CPER,MIPE,48
CPER,MIPE,51
CPER,MIPE,51
CPER,MIPE,34
CPER,MIPE,42
CPER,MIPE,42
CPER,PEFL,NA
CPER,PEFL,9
CPER,PEFL,8
CPER,PEFL,8
CPER,PEFL,10
CPER,PEFL,8
CPER,PEFL,10
CPER,PEFL,10
CPER,PEFL,7
CPER,PEFL,9
CPER,PEFL,7
CPER,PEFL,8
CPER,PEFL,8
CPER,PEFV,10
CPER,REME,12
CPER,REME,11
CPER,REME,11
CPER,REME,13
CPER,REME,13
CPER,REME,11
CPER,REME,7
CPER,REME,8
CPER,REME,15
CPER,REME,9
CPER,REME,8
CPER,REME,12
CPER,REME,16
CPER,REME,10
CPER,REME,7
CPER,REME,11
CPER,REME,14
CPER,REME,9.5
CPER,REMO,10
CPER,REMO,13.5
CPER,REMO,12
CPER,REMO,8
CPER,REMO,12
CPER,REMO,12.5
CPER,REMO,13.5
CPER,REMO,12
CPER,REMO,10
CPER,REMO,10.5
CPER,REMO,8
CPER,REMO,16
CPER,REMO,14
CPER,REMO,12
CPER,REMO,8
CPER,REMO,10
CPER,REMO,9
CPER,REMO,10
CPER,REMO,11
CPER,REMO,6
CPER,RESP,9
CPER,RESP,12
CPER,CHHI,51
CPER,CHHI,50
CPER,CHHI,22
CPER,CHHI,28.5
CPER,CHHI,21
CPER,CHHI,18
CPER,CHHI,35
CPER,CHHI,28
CPER,CHHI,41
CPER,CHHI,44.5
CPER,CHHI,40
CPER,CHHI,29
CPER,CHHI,22
CPER,CHHI,43
CPER,CHHI,NA
CPER,CHHI,19
CPER,CHHI,56
CPER,CHHI,62
CPER,CHHI,40
CPER,CHHI,64.5
CPER,CHHI,57.5
CPER,CHHI,61
CPER,CHHI,49
CPER,CHHI,59
CPER,CHHI,45
CPER,CHHI,37
CPER,CHHI,50
CPER,DIOR,58
CPER,DIOR,73
CPER,DIOR,67
CPER,DIOR,51
CPER,MIOC,30
CPER,MIOC,41
CPER,MIOC,22
CPER,MIOC,40
CPER,MIOC,17
CPER,MIOC,49
CPER,MIOC,40.5
CPER,MIOC,41
CPER,MIOC,46.5
CPER,MIOC,40.5
CPER,MIOC,39
CPER,MIOC,39
CPER,MIOC,39
CPER,MIOC,48
CPER,MIOC,44
CPER,MIOC,37
CPER,MIOC,45
CPER,MIOC,51
CPER,MIOC,40
CPER,MIOC,41
CPER,MIOC,24
CPER,MIOC,36
CPER,MIOC,47
CPER,MIOC,39
CPER,MIOC,46
CPER,MIOC,45
CPER,MIOC,19
CPER,MIOC,34
CPER,MIOC,41
CPER,MIOC,37
CPER,MIOC,38
CPER,MIPE,51
CPER,MIPE,16
CPER,MIPE,38
CPER,MIPE,31
CPER,MIPE,29
CPER,MIPE,48
CPER,MIPE,21
CPER,MIPE,34
CPER,MIPE,34
CPER,MIPE,24
CPER,MIPE,34
CPER,ONLE,40
CPER,ONLE,34
CPER,ONLE,35
CPER,ONLE,14.5
CPER,ONLE,23
CPER,ONLE,16
CPER,ONLE,30
CPER,PEFL,8
CPER,PEFL,7
CPER,PEFL,9
CPER,PEFL,6.5
CPER,PEFL,7
CPER,PEFL,8
CPER,PEFL,7
CPER,PEFL,8
CPER,PEFL,7
CPER,PEFL,6
CPER,PEMA,15
CPER,PEMA,19.5
CPER,PEMA,13
CPER,PEMA,16.5
CPER,PEMA,15
CPER,REME,8
CPER,REME,10
CPER,REME,13
CPER,REME,11
CPER,REME,10
CPER,REME,10
CPER,REME,14
CPER,REME,11
CPER,REME,12.5
CPER,REME,9
CPER,REME,13
CPER,REME,13
CPER,REME,11
CPER,REME,12
CPER,REME,11
CPER,REME,8
CPER,REME,13
CPER,REME,14
CPER,REME,9
CPER,REME,8
CPER,REME,8
CPER,REME,9
CPER,REME,11
CPER,REME,16
CPER,REME,8
CPER,REME,11
CPER,REME,12
CPER,REME,13
CPER,REME,11
CPER,REME,12
CPER,REME,12.5
CPER,REME,12
CPER,REME,11.5
CPER,REME,11
CPER,REME,13
CPER,REME,13
CPER,REME,9
CPER,REME,11.5
CPER,REME,13
CPER,REME,16
CPER,REME,8
CPER,REME,10
CPER,REME,6
CPER,REME,9
CPER,REME,8
CPER,REME,10
CPER,REME,9
CPER,REME,10
CPER,REME,11
CPER,REME,9.5
CPER,REME,12
CPER,REME,11
CPER,REME,13
CPER,REME,12
CPER,REME,8
CPER,REME,13
CPER,REME,15
CPER,REME,12
CPER,REME,11
CPER,REME,14
CPER,REME,12
CPER,REME,8
CPER,REME,7
CPER,REMO,15
CPER,REMO,11
CPER,REMO,10
CPER,REMO,12
CPER,REMO,13.5
CPER,REMO,13
CPER,REMO,11
CPER,REMO,12
CPER,REMO,11
CPER,REMO,12
CPER,REMO,14
CPER,REMO,11
CPER,REMO,12.5
CPER,REMO,10
CPER,REMO,12
CPER,REMO,11
CPER,REMO,11.5
CPER,REMO,12.5
CPER,REMO,13
CPER,REMO,11
CPER,REMO,9.5
CPER,REMO,11
CPER,REMO,12
CPER,REMO,11
CPER,REMO,12
CPER,REMO,12.5
CPER,REMO,9
CPER,REMO,14
CPER,REMO,13
CPER,REMO,15
CPER,REMO,14
CPER,REMO,10
CPER,REMO,8
CPER,REMO,10
CPER,REMO,14
CPER,REMO,15
CPER,REMO,12
CPER,REMO,10
CPER,REMO,10
CPER,REMO,10
CPER,REMO,8
CPER,REMO,9
CPER,REMO,9.5
CPER,REMO,12
CPER,REMO,10
CPER,REMO,11
CPER,REMO,10
CPER,REMO,13
CPER,REMO,9
CPER,REMO,9
CPER,REMO,13
CPER,REMO,14
CPER,REMO,15
CPER,REMO,12
CPER,REMO,10
CPER,REMO,14
CPER,REMO,12
CPER,REMO,12
CPER,REMO,11
CPER,REMO,9
CPER,REMO,8
CPER,REMO,13
CPER,REMO,8
CPER,REMO,8
CPER,REMO,9
CPER,REMO,11
CPER,REMO,9
CPER,REMO,10
CPER,REMO,10
CPER,REMO,8
CPER,REMO,13
CPER,REMO,8
CPER,REMO,15.5
CPER,REMO,9
CPER,REMO,9
CPER,REMO,9
CPER,REMO,9
CPER,REMO,8
CPER,REMO,9
CPER,REMO,9
CPER,REMO,8
CPER,REMO,7
CPER,REMO,9
CPER,REMO,9
CPER,REMO,10
CPER,REMO,10
CPER,REMO,11.5
CPER,REMO,11
CPER,REMO,10
CPER,REMO,12.5
CPER,REMO,13
CPER,REMO,11
CPER,REMO,8
CPER,REMO,9.5
CPER,REMO,14
CPER,REMO,15
CPER,REMO,16
CPER,REMO,12
CPER,REMO,14
CPER,REMO,12
CPER,REMO,13
CPER,REMO,11
CPER,REMO,7
CPER,REMO,12
CPER,REMO,7
CPER,REMO,12
CPER,REMO,9
CPER,RESP,NA
CPER,RESP,11
CPER,RESP,12
CPER,RESP,11
CPER,RESP,10
CPER,RESP,10
CPER,RESP,16
CPER,RESP,10
DELA,PEGO,34
DELA,PEGO,26
DELA,PEGO,30.5
DELA,PEGO,37.5
DELA,PEGO,33.5
DELA,PEGO,36.5
DELA,PEGO,29
DELA,PEGO,29
DELA,PEGO,31
DELA,PEGO,31.5
DELA,PEGO,20
DELA,PEGO,24
DELA,PEGO,30
DELA,PEGO,26
DELA,PEGO,24
DELA,PEGO,31
DELA,PEGO,24
DELA,PEGO,33
DELA,PEGO,28
DELA,PEGO,27
DELA,SIHI,70
DELA,NEFL,231
DELA,PEGO,28
DELA,PEGO,34
DELA,PEGO,30
DELA,PEGO,38
DELA,PEGO,25
DELA,PEGO,36.5
DELA,PEGO,27
DELA,PEGO,25
DELA,PEGO,26
DELA,PEGO,31.5
DELA,PEGO,22.5
DELA,PEGO,37
DELA,PEGO,29.5
DELA,PEGO,29
DELA,PEGO,28.5
DELA,PEGO,27.5
DELA,PEGO,39
DELA,PEGO,38
DELA,PEGO,31
DELA,PEGO,38
DELA,PEGO,39
DELA,PEGO,34
DELA,PEGO,38
DELA,PEGO,24
DELA,PEGO,32
DELA,PEGO,27
DELA,PEGO,33
DELA,PEGO,29
DELA,PEGO,25.5
DELA,PEGO,28.5
DELA,PEGO,34.5
DELA,PEGO,32
DELA,PEGO,29
DELA,PEGO,28
DSNY,ORPA,NA
DSNY,PEGO,21
DSNY,SIHI,190
DSNY,SIHI,151
DSNY,SIHI,180
DSNY,SIHI,151
DSNY,SIHI,150
DSNY,SIHI,111
DSNY,SIHI,146
DSNY,PEGO,28
GRSM,PELE,18
GRSM,PELE,20.5
GRSM,PELE,18
GRSM,PELE,20
GRSM,PELE,19
GRSM,PELE,18
GRSM,PELE,19
GRSM,PELE,17
GRSM,PELE,20
GRSM,PELE,16
GRSM,PELE,18
GRSM,PELE,23
GRSM,PELE,14
GRSM,PELE,17
GRSM,PELE,17
GRSM,PELE,21
GRSM,PELE,20
GRSM,PELE,17
GRSM,PELE,18
GRSM,PELE,22
GRSM,PELE,22.5
GRSM,PELE,23
GRSM,PELE,17
GRSM,PEMA,20.5
GRSM,PEMA,15
GRSM,PEMA,15.5
GRSM,PEMA,16
GRSM,PEMA,21
GRSM,PEMA,14
GRSM,PEMA,17.5
GRSM,PEMA,16
GRSM,PEMA,20
GRSM,PEMA,16
GRSM,PEMA,17
GRSM,PEMA,10
GRSM,PEMA,16
GRSM,PEMA,16
GRSM,PEMA,20
GRSM,PEMA,11
GRSM,PEMA,16.5
GRSM,PEMA,21
GRSM,PEMA,19
GRSM,PEMA,18.5
GRSM,PESP,21
GRSM,PESP,20
GRSM,OCNU,24.5
GRSM,PESP,26
GRSM,OCNU,19
GRSM,OCNU,21
GRSM,PEGO,32
GRSM,PELE,20
GRSM,PELE,16
GRSM,PELE,20
GRSM,PELE,19
GRSM,PELE,23
GRSM,PELE,29
GRSM,PELE,22
GRSM,PELE,19
GRSM,PELE,16
GRSM,PELE,17
GRSM,PELE,25
GRSM,PELE,22
GRSM,PELE,31
GRSM,PELE,19.5
GRSM,PELE,23
GRSM,PELE,18
GRSM,PELE,16
GRSM,PELE,20.5
GRSM,PELE,19
GRSM,PELE,17.5
GRSM,PELE,21.5
GRSM,PELE,17
GRSM,PELE,17
GRSM,PELE,20
GRSM,PELE,20
GRSM,PELE,25
GRSM,PELE,23
GRSM,PELE,21
GRSM,PELE,17
GRSM,PELE,24
GRSM,PELE,15
GRSM,PELE,21.5
GRSM,PELE,21
GRSM,PELE,16
GRSM,PELE,18
GRSM,PELE,22
GRSM,PEMA,15
GRSM,PEMA,17
GRSM,PEMA,16
GRSM,PEMA,17
GRSM,PEMA,18
GRSM,PEMA,17
GRSM,PEMA,13
GRSM,PEMA,13
GRSM,PEMA,19
GRSM,PEMA,18
GRSM,PEMA,18
GRSM,PEMA,17
GRSM,PEMA,20
GRSM,PEMA,16.5
GRSM,PESP,24
GRSM,OCNU,16
GRSM,OCNU,18
GRSM,PELE,18
GRSM,PELE,14
GRSM,PELE,20
GRSM,PELE,19
GRSM,PELE,21
GRSM,PELE,18
GRSM,PELE,18
GRSM,PELE,21
GRSM,PELE,16
GRSM,PELE,13
GRSM,PELE,18
GRSM,PELE,18
GRSM,PELE,19
GRSM,PELE,18
GRSM,PELE,18
GRSM,PELE,19
GRSM,PEMA,22
GRSM,PEMA,18
GRSM,PEMA,17
GRSM,OCNU,18
GRSM,OCNU,17
GRSM,OCNU,20
GRSM,OCNU,21
GRSM,OCNU,24
GRSM,OCNU,17
GRSM,OCNU,16
GRSM,OCNU,23
GRSM,PEGO,17
GRSM,PEGO,29
GRSM,PEGO,26
GRSM,PEGO,17
GRSM,PELE,14
GRSM,PELE,16
GRSM,PELE,25
GRSM,PELE,25
GRSM,PELE,13
GRSM,PELE,20
GRSM,PELE,19
GRSM,PELE,15
GRSM,PELE,19
GRSM,PELE,15
GRSM,PELE,19.5
GRSM,PELE,16
GRSM,PELE,19
GRSM,PELE,19
GRSM,PELE,19
GRSM,PELE,23
GRSM,PELE,21
GRSM,PELE,16
GRSM,PELE,20
GRSM,PELE,19
GRSM,PELE,16
GRSM,PELE,16
GRSM,PELE,18
GRSM,PELE,14
GRSM,PELE,16
GRSM,PELE,21
GRSM,PELE,21
GRSM,PELE,15
GRSM,PELE,19
GRSM,PELE,24
GRSM,PELE,13
GRSM,PEMA,17
GRSM,PEMA,NA
GRSM,PEMA,23
GRSM,PEMA,15
GRSM,PEMA,19
GRSM,PEMA,16.5
GRSM,PEMA,18
GRSM,PEMA,18.5
GRSM,PEMA,16.5
GRSM,PEMA,15
GRSM,PEMA,14.5
GRSM,PEMA,16
GRSM,PEMA,20
GRSM,PEMA,15
GRSM,PEMA,16
GRSM,PEMA,17
GRSM,PEMA,20.5
GRSM,PEMA,16
GRSM,PEMA,17
GRSM,PEMA,12
GRSM,PEMA,14
GRSM,PEMA,19
GRSM,PEMA,16
GRSM,PEMA,15
GRSM,PEMA,17
GRSM,PEMA,16.5
GRSM,PEMA,17.5
GRSM,PEMA,19
GRSM,PEMA,15
GRSM,PEMA,16
GRSM,PEMA,16
GRSM,PEMA,14
GRSM,PEMA,16
GRSM,PEMA,15
GRSM,PEMA,18
GRSM,PEMA,13.5
GRSM,PEMA,15
GRSM,PEMA,18
GRSM,PEMA,22
GRSM,PEMA,16
GRSM,PEMA,13
GRSM,PEMA,14
GRSM,PEMA,15
GRSM,PEMA,14
GRSM,OCNU,20
GRSM,PELE,19
GRSM,PELE,20.5
GRSM,PELE,21
GRSM,PELE,19
GRSM,PELE,22
GRSM,PEMA,15
GRSM,PEMA,24
HARV,MYGA,19
HARV,MYGA,22
HARV,MYGA,23
HARV,MYGA,21
HARV,MYGA,11
HARV,MYGA,17
HARV,MYGA,22
HARV,PELE,36
HARV,PELE,20
HARV,PELE,19
HARV,PELE,22
HARV,PELE,26
HARV,PELE,22
HARV,PELE,22.5
HARV,PELE,29
HARV,PELE,22
HARV,PELE,32
HARV,PELE,17
HARV,PELE,23
HARV,PELE,23
HARV,PELE,27
HARV,PELE,23
HARV,PELE,22
HARV,PELE,24
HARV,PELE,22.5
HARV,PELE,18.5
HARV,PELE,19
HARV,PELE,15
HARV,PELE,21
HARV,PELE,14
HARV,PELE,19
HARV,PEMA,23.5
HARV,PEMA,20
HARV,PEMA,21
HARV,PEMA,21
HARV,PEMA,20
HARV,PEMA,16
HARV,PEMA,17
HARV,PEMA,20
HARV,PEMA,21.5
HARV,PEMA,18
HARV,PEMA,17
HARV,PEMA,22
HARV,PEMA,27.5
HARV,PEMA,18
HARV,PEMA,21
HARV,PEMA,25
HARV,PEMA,30
HARV,PEMA,22
HARV,PEMA,20
HARV,PEMA,28
HARV,PEMA,22
HARV,PEMA,20
HARV,PEMA,29.5
HARV,PEMA,21
HARV,PEMA,18
HARV,PEMA,23
HARV,PEMA,26
HARV,PEMA,29
HARV,PEMA,30
HARV,PEMA,21
HARV,PEMA,20
HARV,PEMA,26
HARV,PEMA,23
HARV,PEMA,23
HARV,PEMA,17
HARV,PEMA,21
HARV,PEMA,15
HARV,PEMA,23
HARV,PEMA,20
HARV,PEMA,23
HARV,MYGA,28
HARV,MYGA,15
HARV,MYGA,16
HARV,MYGA,20
HARV,MYGA,30
HARV,MYGA,20
HARV,MYGA,23
HARV,MYGA,21
HARV,MYGA,27
HARV,PELE,22
HARV,PELE,26
HARV,PELE,16
HARV,PELE,26
HARV,PELE,22
HARV,PELE,14
HARV,PELE,13
HARV,PELE,23
HARV,PELE,20
HARV,PELE,22
HARV,PELE,19.5
HARV,PELE,21.5
HARV,PELE,22
HARV,PELE,21
HARV,PELE,23
HARV,PELE,17
HARV,PELE,26
HARV,PELE,24
HARV,PELE,24
HARV,PELE,23.5
HARV,PELE,20.5
HARV,PELE,23
HARV,PELE,16
HARV,PELE,18
HARV,PEMA,19
HARV,PEMA,19
HARV,PEMA,20
HARV,PEMA,17
HARV,PEMA,20
HARV,PEMA,25
HARV,PEMA,26
HARV,PEMA,11
HARV,PEMA,26
HARV,PEMA,20
HARV,PEMA,24
HARV,PEMA,19
HARV,PEMA,20
HARV,PEMA,24
HARV,PEMA,18
HARV,PEMA,15
HARV,PEMA,25
HARV,PEMA,26
HARV,PEMA,27
HARV,PEMA,18.5
HARV,PEMA,18
HARV,PEME,23
HARV,MYGA,25
HARV,MYGA,29
HARV,MYGA,27
HARV,MYGA,29
HARV,MYGA,27
HARV,MYGA,23
HARV,MYGA,31
HARV,MYGA,24
HARV,MYGA,19
HARV,MYGA,28
HARV,MYGA,15
HARV,MYGA,20
HARV,MYGA,14
HARV,MYGA,14
HARV,MYGA,20
HARV,MYGA,16
HARV,MYGA,26
HARV,MYGA,26
HARV,MYGA,25
HARV,MYGA,25
